main institute;school;school type;administration type;manager;director;educational coordinator;address;municipality;telephone;fax;institute email;management email;secretary's office email;website;miur code;vivoscuola institute link;entity
istituto comprensivo centro valsugana;scuola primaria telve;;a carattere statale/provinciale;loredana montanaro;;;via giusti, 5 38050;telve;0461/764581;0461/771046;ic.centrovalsugana@pec.provincia.tn.it;dir.ic.centrovalsugana@scuole.provincia.tn.it;segr.ic.centrovalsugana@scuole.provincia.tn.it;https://www.iccentrovalsugana.it;tnee81302x;https://www.vivoscuola.it/content/view/full/29502;school
istituto comprensivo centro valsugana;scuola primaria telve di sopra;;a carattere statale/provinciale;loredana montanaro;;;via delle scuole, 19 38050;telve di sopra;0461/764581;0461/771046;ic.centrovalsugana@pec.provincia.tn.it;dir.ic.centrovalsugana@scuole.provincia.tn.it;segr.ic.centrovalsugana@scuole.provincia.tn.it;https://www.iccentrovalsugana.it;tnee813031;https://www.vivoscuola.it/content/view/full/29502;school
istituto comprensivo centro valsugana;"scuola secondaria di primo grado ""don l. milani"" telve";;a carattere statale/provinciale;loredana montanaro;;;via borgo, 2/a 38050;telve;0461/764581;0461/771046;ic.centrovalsugana@pec.provincia.tn.it;dir.ic.centrovalsugana@scuole.provincia.tn.it;segr.ic.centrovalsugana@scuole.provincia.tn.it;https://www.iccentrovalsugana.it;tnmm81301t;https://www.vivoscuola.it/content/view/full/29502;school
istituto comprensivo centro valsugana;"scuola secondaria di primo grado ""m. pola"" roncegno terme";;a carattere statale/provinciale;loredana montanaro;;;via don meggio, 2/a 38050;roncegno terme;0461/764581;0461/771046;ic.centrovalsugana@pec.provincia.tn.it;dir.ic.centrovalsugana@scuole.provincia.tn.it;segr.ic.centrovalsugana@scuole.provincia.tn.it;https://www.iccentrovalsugana.it;tnmm81302v;https://www.vivoscuola.it/content/view/full/29502;school
istituto comprensivo civezzano;;istituzione scolastica e formativa;a carattere statale/provinciale;venera munafo';;;via murialdo, 27 38045;civezzano;0461/858485;0461/858901;ic.civezzano@pec.provincia.tn.it;dir.i.c.civezzano@scuole.provincia.tn.it;segr.i.c.civezzano@scuole.provincia.tn.it;https://www.iccivezzano.eu;tnic817004;https://www.vivoscuola.it/content/view/full/29511;institute
istituto comprensivo civezzano;"scuola primaria ""a. girardi"" fornace";;a carattere statale/provinciale;venera munafo';;;via dei mori, 2 38040;fornace;0461/858485;0461/858901;ic.civezzano@pec.provincia.tn.it;dir.i.c.civezzano@scuole.provincia.tn.it;segr.i.c.civezzano@scuole.provincia.tn.it;https://www.iccivezzano.eu;tnee817038;https://www.vivoscuola.it/content/view/full/29511;school
istituto comprensivo civezzano;"scuola primaria ""g. b. borsieri"" civezzano";;a carattere statale/provinciale;venera munafo';;;via telvana, 6 38045;civezzano;0461/858485;0461/858901;ic.civezzano@pec.provincia.tn.it;dir.i.c.civezzano@scuole.provincia.tn.it;segr.i.c.civezzano@scuole.provincia.tn.it;https://www.iccivezzano.eu;tnee817016;https://www.vivoscuola.it/content/view/full/29511;school
istituto comprensivo civezzano;scuola primaria albiano;;a carattere statale/provinciale;venera munafo';;;via manzoni, 4 38041;albiano;0461/858485;0461/858901;ic.civezzano@pec.provincia.tn.it;dir.i.c.civezzano@scuole.provincia.tn.it;segr.i.c.civezzano@scuole.provincia.tn.it;https://www.iccivezzano.eu;tnee817049;https://www.vivoscuola.it/content/view/full/29511;school
istituto comprensivo civezzano;scuola primaria seregnano civezzano;;a carattere statale/provinciale;venera munafo';;;frazione cogatti,   38045;civezzano;0461/858485;0461/858901;ic.civezzano@pec.provincia.tn.it;dir.i.c.civezzano@scuole.provincia.tn.it;segr.i.c.civezzano@scuole.provincia.tn.it;https://www.iccivezzano.eu;tnee817027;https://www.vivoscuola.it/content/view/full/29511;school
istituto comprensivo civezzano;"scuola secondaria di primo grado ""g. alessandrini"" civezzano";;a carattere statale/provinciale;venera munafo';;;via murialdo, 27 38045;civezzano;0461/858485;0461/858901;ic.civezzano@pec.provincia.tn.it;dir.i.c.civezzano@scuole.provincia.tn.it;segr.i.c.civezzano@scuole.provincia.tn.it;https://www.iccivezzano.eu;tnmm817015;https://www.vivoscuola.it/content/view/full/29511;school
istituto comprensivo civezzano;scuola secondaria di primo grado albiano;;a carattere statale/provinciale;venera munafo';;;via manzoni, 10 38041;albiano;0461/858485;0461/858901;ic.civezzano@pec.provincia.tn.it;dir.i.c.civezzano@scuole.provincia.tn.it;segr.i.c.civezzano@scuole.provincia.tn.it;https://www.iccivezzano.eu;tnmm817026;https://www.vivoscuola.it/content/view/full/29511;school
"istituto comprensivo cles ""b. clesio""";;istituzione scolastica e formativa;a carattere statale/provinciale;massimo gaburro;;;via chini, 31 38023;cles;0463/421457;0463/424830;ic.cles@pec.provincia.tn.it;dir.ic.cles@scuole.provincia.tn.it;segr.ic.cles@scuole.provincia.tn.it;https://www.iccles.it;tnic83100a;https://www.vivoscuola.it/content/view/full/29518;institute
"istituto comprensivo cles ""b. clesio""";"scuola primaria ""chiara lubich"" livo ";;a carattere statale/provinciale;massimo gaburro;;;frazione livo,  92 38020;livo;0463/421457;0463/424830;ic.cles@pec.provincia.tn.it;dir.ic.cles@scuole.provincia.tn.it;segr.ic.cles@scuole.provincia.tn.it;https://www.iccles.it;tnee83102d;https://www.vivoscuola.it/content/view/full/29518;school
"istituto comprensivo cles ""b. clesio""";"scuola primaria ""o.focherini m.marchesi"" mione rumo";;a carattere statale/provinciale;massimo gaburro;;;via di ronco - mione, 17 38020;rumo;0463/421457;0463/424830;ic.cles@pec.provincia.tn.it;dir.ic.cles@scuole.provincia.tn.it;segr.ic.cles@scuole.provincia.tn.it;https://www.iccles.it;tnee83103e;https://www.vivoscuola.it/content/view/full/29518;school
"istituto comprensivo cles ""b. clesio""";scuola primaria cles;;a carattere statale/provinciale;massimo gaburro;;;via dei campi neri, 1 38023;cles;0463/421457;0463/424830;ic.cles@pec.provincia.tn.it;dir.ic.cles@scuole.provincia.tn.it;segr.ic.cles@scuole.provincia.tn.it;https://www.iccles.it;tnee83101c;https://www.vivoscuola.it/content/view/full/29518;school
"istituto comprensivo cles ""b. clesio""";"scuola secondaria di primo grado ""v. inama"" cles";;a carattere statale/provinciale;massimo gaburro;;;via chini, 31 38023;cles;0463/421457;0463/424830;ic.cles@pec.provincia.tn.it;dir.ic.cles@scuole.provincia.tn.it;segr.ic.cles@scuole.provincia.tn.it;https://www.iccles.it;tnmm83101b;https://www.vivoscuola.it/content/view/full/29518;school
"istituto comprensivo del chiese ""don l. milani""";;istituzione scolastica e formativa;a carattere statale/provinciale;romeo collini;;;via papaleoni, 5 38089;storo;0465/686039;0465/687076;ic.chiese-storo@pec.provincia.tn.it;dir.ic.chiese@scuole.provincia.tn.it;segr.ic.chiese@scuole.provincia.tn.it;https://www.istitutodelchiese.it;tnic838005;https://www.vivoscuola.it/content/view/full/29523;institute
"istituto comprensivo del chiese ""don l. milani""";"scuola primaria ""g. papaleoni"" condino";;a carattere statale/provinciale;romeo collini;;;via la marmora - condino, 13 38083;borgo chiese;0465/686039;0465/687076;ic.chiese-storo@pec.provincia.tn.it;dir.ic.chiese@scuole.provincia.tn.it;segr.ic.chiese@scuole.provincia.tn.it;https://www.istitutodelchiese.it;tnee838039;https://www.vivoscuola.it/content/view/full/29523;school
"istituto comprensivo del chiese ""don l. milani""";"scuola primaria ""padre c. gnesotti"" storo";;a carattere statale/provinciale;romeo collini;;;via papaleoni, 5 38089;storo;0465/686039;0465/687076;ic.chiese-storo@pec.provincia.tn.it;dir.ic.chiese@scuole.provincia.tn.it;segr.ic.chiese@scuole.provincia.tn.it;https://www.istitutodelchiese.it;tnee83804a;https://www.vivoscuola.it/content/view/full/29523;school
"istituto comprensivo del chiese ""don l. milani""";scuola primaria pieve di bono - creto;;a carattere statale/provinciale;romeo collini;;;via fiera - creto - pieve di bono, 1 38085;pieve di bono-prezzo;0465/674049;0465/687076;ic.chiese-storo@pec.provincia.tn.it;dir.ic.chiese@scuole.provincia.tn.it;segr.ic.chiese@scuole.provincia.tn.it;https://www.istitutodelchiese.it;tnee83808e;https://www.vivoscuola.it/content/view/full/29523;school
"istituto comprensivo del chiese ""don l. milani""";scuola primaria storo - lodrone;;a carattere statale/provinciale;romeo collini;;;via xxiv maggio, 115 38089;storo;0465/686039;0465/687076;ic.chiese-storo@pec.provincia.tn.it;dir.ic.chiese@scuole.provincia.tn.it;segr.ic.chiese@scuole.provincia.tn.it;https://www.istitutodelchiese.it;tnee83806c;https://www.vivoscuola.it/content/view/full/29523;school
"istituto comprensivo del chiese ""don l. milani""";"scuola secondaria di primo grado ""g. leopardi"" storo";;a carattere statale/provinciale;romeo collini;;;via papaleoni, 5 38089;storo;0465/686039;0465/687076;ic.chiese-storo@pec.provincia.tn.it;dir.ic.chiese@scuole.provincia.tn.it;segr.ic.chiese@scuole.provincia.tn.it;https://www.istitutodelchiese.it;tnmm838016;https://www.vivoscuola.it/content/view/full/29523;school
"istituto comprensivo del chiese ""don l. milani""";"scuola secondaria di primo grado ""g. pascoli"" pieve di bono";;a carattere statale/provinciale;romeo collini;;;via fiera - creto - pieve di bono, 1 38085;pieve di bono-prezzo;0465/674049;0465/687076;ic.chiese-storo@pec.provincia.tn.it;dir.ic.chiese@scuole.provincia.tn.it;segr.ic.chiese@scuole.provincia.tn.it;https://www.istitutodelchiese.it;tnmm838027;https://www.vivoscuola.it/content/view/full/29523;school
istituto comprensivo di scuola primaria e secondaria di primiero;;istituzione scolastica e formativa;a carattere statale/provinciale;maria prodi;;;via delle fonti - transacqua, 10 38054;primiero san martino di castrozza;0439/62435;0439/762466;ic.primiero@pec.provincia.tn.it;dir.icprimiero@scuole.provincia.tn.it;segr.icprimiero@scuole.provincia.tn.it;https://www.scuoleprimiero.it;tnic810009;https://www.vivoscuola.it/content/view/full/29530;institute
istituto comprensivo di scuola primaria e secondaria di primiero;istituto tecnico per il settore economico;;a carattere statale/provinciale;maria prodi;;;via delle fonti - transacqua, 10 38054;primiero san martino di castrozza;0439/62435;0439/762466;ic.primiero@pec.provincia.tn.it;dir.icprimiero@scuole.provincia.tn.it;segr.icprimiero@scuole.provincia.tn.it;https://www.scuoleprimiero.it;tntd170007;https://www.vivoscuola.it/content/view/full/29530;school
istituto comprensivo di scuola primaria e secondaria di primiero;istituto tecnico per il settore tecnologico;;a carattere statale/provinciale;maria prodi;;;via delle fonti - transacqua, 10 38054;primiero san martino di castrozza;0439/62435;0439/762466;ic.primiero@pec.provincia.tn.it;dir.icprimiero@scuole.provincia.tn.it;segr.icprimiero@scuole.provincia.tn.it;https://www.scuoleprimiero.it;tntd170007;https://www.vivoscuola.it/content/view/full/29530;school
istituto comprensivo di scuola primaria e secondaria di primiero;liceo scientifico opzione scienze applicate;;a carattere statale/provinciale;maria prodi;;;via delle fonti - transacqua, 10 38054;primiero san martino di castrozza;0439/62435;0439/762466;ic.primiero@pec.provincia.tn.it;dir.icprimiero@scuole.provincia.tn.it;segr.icprimiero@scuole.provincia.tn.it;https://www.scuoleprimiero.it;tnps100005;https://www.vivoscuola.it/content/view/full/29530;school
istituto comprensivo di scuola primaria e secondaria di primiero;"scuola primaria ""b. zanetel"" s.martino di castrozza";;a carattere statale/provinciale;maria prodi;;;via laghetto - san martino di castrozza, 28 38054;primiero san martino di castrozza;0439/62435;0439/762466;ic.primiero@pec.provincia.tn.it;dir.icprimiero@scuole.provincia.tn.it;segr.icprimiero@scuole.provincia.tn.it;https://www.scuoleprimiero.it;tnee81006l;https://www.vivoscuola.it/content/view/full/29530;school
istituto comprensivo di scuola primaria e secondaria di primiero;"scuola primaria ""card. j. bernardin"" tonadico";;a carattere statale/provinciale;maria prodi;;;via sorelle lucian - tonadico, 8 38054;primiero san martino di castrozza;0439/62435;0439/762466;ic.primiero@pec.provincia.tn.it;dir.icprimiero@scuole.provincia.tn.it;segr.icprimiero@scuole.provincia.tn.it;https://www.scuoleprimiero.it;tnee81007n;https://www.vivoscuola.it/content/view/full/29530;school
istituto comprensivo di scuola primaria e secondaria di primiero;"scuola primaria ""f. loss"" canal san bovo";;a carattere statale/provinciale;maria prodi;;;localita lausen, 14 38050;canal san bovo;0439/62435;0439/762466;ic.primiero@pec.provincia.tn.it;dir.icprimiero@scuole.provincia.tn.it;segr.icprimiero@scuole.provincia.tn.it;https://www.scuoleprimiero.it;tnee81001b;https://www.vivoscuola.it/content/view/full/29530;school
istituto comprensivo di scuola primaria e secondaria di primiero;scuola primaria mezzano;;a carattere statale/provinciale;maria prodi;;;via iv novembre, 13 38050;mezzano;0439/62435;0439/762466;ic.primiero@pec.provincia.tn.it;dir.icprimiero@scuole.provincia.tn.it;segr.icprimiero@scuole.provincia.tn.it;https://www.scuoleprimiero.it;tnee81003d;https://www.vivoscuola.it/content/view/full/29530;school
istituto comprensivo di scuola primaria e secondaria di primiero;"scuola secondaria di primo grado ""l. negrelli""  - fiera di primiero";;a carattere statale/provinciale;maria prodi;;;viale monte grappa - fiera di primiero, 12 38054;primiero san martino di castrozza;0439/62435;0439/762466;ic.primiero@pec.provincia.tn.it;dir.icprimiero@scuole.provincia.tn.it;segr.icprimiero@scuole.provincia.tn.it;https://www.scuoleprimiero.it;tnmm81002b;https://www.vivoscuola.it/content/view/full/29530;school
istituto comprensivo di scuola primaria e secondaria di primiero;scuola secondaria di primo grado canal san bovo;;a carattere statale/provinciale;maria prodi;;;localita lausen, 13/z 38050;canal san bovo;0439/62435;0439/762466;ic.primiero@pec.provincia.tn.it;dir.icprimiero@scuole.provincia.tn.it;segr.icprimiero@scuole.provincia.tn.it;https://www.scuoleprimiero.it;tnmm81001a;https://www.vivoscuola.it/content/view/full/29530;school
istituto comprensivo folgaria - lavarone - luserna;;istituzione scolastica e formativa;a carattere statale/provinciale;morena manfrin;;;piazza marconi, 85 38064;folgaria;0464/721283;;ic.folgaria-lavarone@pec.provincia.tn.it;dir.rella.folgaria@scuole.provincia.tn.it;segr.rella.folgaria@scuole.provincia.tn.it;https://www.icfolgarialavaroneluserna.it;tnic804002;https://www.vivoscuola.it/content/view/full/29541;institute
istituto comprensivo folgaria - lavarone - luserna;scuola dell'infanzia di folgaria;;a carattere statale/provinciale;morena manfrin;;;via roma, 30 38064;folgaria;0464/721362;;scuolainfanzia.folgaria@scuole.provincia.tn.it;dir.rella.folgaria@scuole.provincia.tn.it;segr.rella.folgaria@scuole.provincia.tn.it;https://www.icfolgarialavaroneluserna.it;;https://www.vivoscuola.it/content/view/full/29541;school
istituto comprensivo folgaria - lavarone - luserna;"scuola dell'infanzia di lavarone ""casa dell'arcobaleno""";;a carattere statale/provinciale;morena manfrin;;;frazione gionghi,   38046;lavarone;0464/783098;;scuolainfanzia.lavarone@scuole.provincia.tn.it;dir.rella.folgaria@scuole.provincia.tn.it;segr.rella.folgaria@scuole.provincia.tn.it;https://www.icfolgarialavaroneluserna.it;;https://www.vivoscuola.it/content/view/full/29541;school
istituto comprensivo folgaria - lavarone - luserna;scuola dell'infanzia di luserna;;a carattere statale/provinciale;morena manfrin;;;via mazzini - prundle, 7 38040;luserna - lusérn;0464/789608;;scuolainfanzia.luserna@scuole.provincia.tn.it;dir.rella.folgaria@scuole.provincia.tn.it;segr.rella.folgaria@scuole.provincia.tn.it;https://www.icfolgarialavaroneluserna.it;;https://www.vivoscuola.it/content/view/full/29541;school
istituto comprensivo folgaria - lavarone - luserna;scuola dell'infanzia di nosellari folgaria;;a carattere statale/provinciale;morena manfrin;;;via prati, 35 38064;folgaria;0464/787010;;scuolainfanzia.nosellari@scuole.provincia.tn.it;dir.rella.folgaria@scuole.provincia.tn.it;segr.rella.folgaria@scuole.provincia.tn.it;https://www.icfolgarialavaroneluserna.it;;https://www.vivoscuola.it/content/view/full/29541;school
istituto comprensivo folgaria - lavarone - luserna;"scuola primaria ""s. lauton"" folgaria";;a carattere statale/provinciale;morena manfrin;;;via d acquisto, 21/a 38064;folgaria;0464/721283;;ic.folgaria-lavarone@pec.provincia.tn.it;dir.rella.folgaria@scuole.provincia.tn.it;segr.rella.folgaria@scuole.provincia.tn.it;https://www.icfolgarialavaroneluserna.it;tnee804025;https://www.vivoscuola.it/content/view/full/29541;school
istituto comprensivo folgaria - lavarone - luserna;scuola primaria lavarone;;a carattere statale/provinciale;morena manfrin;;;frazione gionghi,  107/5 38046;lavarone;0464/721283;;ic.folgaria-lavarone@pec.provincia.tn.it;dir.rella.folgaria@scuole.provincia.tn.it;segr.rella.folgaria@scuole.provincia.tn.it;https://www.icfolgarialavaroneluserna.it;tnee804014;https://www.vivoscuola.it/content/view/full/29541;school
istituto comprensivo folgaria - lavarone - luserna;"scuola secondaria di primo grado ""g. prati"" lavarone";;a carattere statale/provinciale;morena manfrin;;;frazione gionghi, 107/6 38046;lavarone;0464/721283;;ic.folgaria-lavarone@pec.provincia.tn.it;dir.rella.folgaria@scuole.provincia.tn.it;segr.rella.folgaria@scuole.provincia.tn.it;https://www.icfolgarialavaroneluserna.it;tnmm804024;https://www.vivoscuola.it/content/view/full/29541;school
istituto comprensivo folgaria - lavarone - luserna;"scuola secondaria di primo grado ""p. rella"" folgaria";;a carattere statale/provinciale;morena manfrin;;;piazza marconi, 85 38064;folgaria;0464/721283;;ic.folgaria-lavarone@pec.provincia.tn.it;dir.rella.folgaria@scuole.provincia.tn.it;segr.rella.folgaria@scuole.provincia.tn.it;https://www.icfolgarialavaroneluserna.it;tnmm804013;https://www.vivoscuola.it/content/view/full/29541;school
