id;main institute;school;institute type;administration type;manager;director;educational coordinator;address;municipality;telephone;fax;institute email;management email;secretary's office email;website;miur code;vivoscuola institute link;entity;wikipedia municipality link;vivoscuola school link
335;istituto comprensivo fondo - revo';scuola primaria castelfondo;;a carattere statale/provinciale;miriam predelli;;;via madonna pellegrina, 5 38020;borgo d'anaunia;0463831134;0463/831746;ic.fondo@pec.provincia.tn.it;dir.ic.fondo@scuole.provincia.tn.it;segr.ic.fondo@scuole.provincia.tn.it;https://www.icfondorevo.it;tnee82801l;https://www.vivoscuola.it/content/view/full/29550;school;https://it.wikipedia.org/wiki/Borgo_d%27Anaunia;https://www.vivoscuola.it/content/view/full/29555
336;istituto comprensivo fondo - revo';scuola primaria cavareno;;a carattere statale/provinciale;miriam predelli;;;piazzale savera, 1 38011;cavareno;0463831134;0463/831746;ic.fondo@pec.provincia.tn.it;dir.ic.fondo@scuole.provincia.tn.it;segr.ic.fondo@scuole.provincia.tn.it;https://www.icfondorevo.it;tnee82802n;https://www.vivoscuola.it/content/view/full/29550;school;https://it.wikipedia.org/wiki/Cavareno;https://www.vivoscuola.it/content/view/full/29556
337;istituto comprensivo fondo - revo';scuola primaria sanzeno;;a carattere statale/provinciale;miriam predelli;;;frazione banco, 98 38010;sanzeno;0463831134;0463/831746;ic.fondo@pec.provincia.tn.it;dir.ic.fondo@scuole.provincia.tn.it;segr.ic.fondo@scuole.provincia.tn.it;https://www.icfondorevo.it;tnee828103;https://www.vivoscuola.it/content/view/full/29550;school;https://it.wikipedia.org/wiki/Sanzeno;https://www.vivoscuola.it/content/view/full/29557
338;istituto comprensivo fondo - revo';scuola primaria sarnonico;;a carattere statale/provinciale;miriam predelli;;;via manzoni, 7 38011;sarnonico;0463831134;0463/831746;ic.fondo@pec.provincia.tn.it;dir.ic.fondo@scuole.provincia.tn.it;segr.ic.fondo@scuole.provincia.tn.it;https://www.icfondorevo.it;tnee82807v;https://www.vivoscuola.it/content/view/full/29550;school;https://it.wikipedia.org/wiki/Sarnonico;https://www.vivoscuola.it/content/view/full/29558
339;istituto comprensivo fondo - revo';"scuola secondaria di primo grado ""c.a. martini"" revo'";;a carattere statale/provinciale;miriam predelli;;;via canestrini, 7 38028;novella;0463831134;0463/831746;ic.fondo@pec.provincia.tn.it;dir.ic.fondo@scuole.provincia.tn.it;segr.ic.fondo@scuole.provincia.tn.it;https://www.icfondorevo.it;tnmm82802l;https://www.vivoscuola.it/content/view/full/29550;school;https://it.wikipedia.org/wiki/Novella_(Italia);https://www.vivoscuola.it/content/view/full/29559
340;istituto comprensivo fondo - revo';"scuola secondaria di primo grado ""g. b. lampi"" fondo";;a carattere statale/provinciale;miriam predelli;;;via laviosa zambotti - fondo, 24 38020;borgo d'anaunia;0463831134;0463/831746;ic.fondo@pec.provincia.tn.it;dir.ic.fondo@scuole.provincia.tn.it;segr.ic.fondo@scuole.provincia.tn.it;https://www.icfondorevo.it;tnmm82803n;https://www.vivoscuola.it/content/view/full/29550;school;https://it.wikipedia.org/wiki/Borgo_d%27Anaunia;https://www.vivoscuola.it/content/view/full/29560
341;istituto comprensivo giudicarie esteriori;;istituzione scolastica e formativa;a carattere statale/provinciale;bruno gentilini;;;via s giovanni bosco - ponte arche - bleggio inferiore, 14 38070;comano terme;0465701472;0465/702452;ic.giudicarieesteriori@pec.provincia.tn.it;dir.ic.pontearche@scuole.provincia.tn.it;segr.ic.pontearche@scuole.provincia.tn.it;https://www.giudicariescuola.it;tnic837009;https://www.vivoscuola.it/content/view/full/29561;institute;https://it.wikipedia.org/wiki/Comano_Terme;
342;istituto comprensivo giudicarie esteriori;"scuola primaria ""g. graffer"" stenico";;a carattere statale/provinciale;bruno gentilini;;;via risorgimento, 11/a 38070;stenico;0465701472;0465/702452;ic.giudicarieesteriori@pec.provincia.tn.it;dir.ic.pontearche@scuole.provincia.tn.it;segr.ic.pontearche@scuole.provincia.tn.it;https://www.giudicariescuola.it;tnee83706l;https://www.vivoscuola.it/content/view/full/29561;school;https://it.wikipedia.org/wiki/Stenico;https://www.vivoscuola.it/content/view/full/29562
343;istituto comprensivo giudicarie esteriori;"scuola primaria ""san g. bosco"" s.lorenzo in banale";;a carattere statale/provinciale;bruno gentilini;;;via di prato - san lorenzo, 15/a 38078;san lorenzo dorsino;0465701472;0465/702452;ic.giudicarieesteriori@pec.provincia.tn.it;dir.ic.pontearche@scuole.provincia.tn.it;segr.ic.pontearche@scuole.provincia.tn.it;https://www.giudicariescuola.it;tnee83705g;https://www.vivoscuola.it/content/view/full/29561;school;https://it.wikipedia.org/wiki/San_Lorenzo_Dorsino;https://www.vivoscuola.it/content/view/full/29563
344;istituto comprensivo giudicarie esteriori;scuola primaria campo lomaso;;a carattere statale/provinciale;bruno gentilini;;;frazione campo lomaso - lomaso,  1 38070;comano terme;0465701472;0465/702452;ic.giudicarieesteriori@pec.provincia.tn.it;dir.ic.pontearche@scuole.provincia.tn.it;segr.ic.pontearche@scuole.provincia.tn.it;https://www.giudicariescuola.it;tnee83704e;https://www.vivoscuola.it/content/view/full/29561;school;https://it.wikipedia.org/wiki/Comano_Terme;https://www.vivoscuola.it/content/view/full/29564
345;istituto comprensivo giudicarie esteriori;scuola primaria fiave';;a carattere statale/provinciale;bruno gentilini;;;via de gasperi,   38075;fiavé;0465701472;0465/702452;ic.giudicarieesteriori@pec.provincia.tn.it;dir.ic.pontearche@scuole.provincia.tn.it;segr.ic.pontearche@scuole.provincia.tn.it;https://www.giudicariescuola.it;tnee83703d;https://www.vivoscuola.it/content/view/full/29561;school;https://it.wikipedia.org/wiki/Fiav%C3%A9;https://www.vivoscuola.it/content/view/full/29565
346;istituto comprensivo giudicarie esteriori;scuola primaria rango bleggio superiore;;a carattere statale/provinciale;bruno gentilini;;;frazione rango,   38071;bleggio superiore;0465701472;0465/702452;ic.giudicarieesteriori@pec.provincia.tn.it;dir.ic.pontearche@scuole.provincia.tn.it;segr.ic.pontearche@scuole.provincia.tn.it;https://www.giudicariescuola.it;tnee83702c;https://www.vivoscuola.it/content/view/full/29561;school;https://it.wikipedia.org/wiki/Bleggio_Superiore;https://www.vivoscuola.it/content/view/full/29566
347;istituto comprensivo giudicarie esteriori;"scuola secondaria di primo grado ""g. prati"" ponte arche";;a carattere statale/provinciale;bruno gentilini;;;via s giovanni bosco - ponte arche - bleggio inferiore, 14 38070;comano terme;0465701472;0465/702452;ic.giudicarieesteriori@pec.provincia.tn.it;dir.ic.pontearche@scuole.provincia.tn.it;segr.ic.pontearche@scuole.provincia.tn.it;https://www.giudicariescuola.it;tnmm83701a;https://www.vivoscuola.it/content/view/full/29561;school;https://it.wikipedia.org/wiki/Comano_Terme;https://www.vivoscuola.it/content/view/full/29567
348;istituto comprensivo isera - rovereto;;istituzione scolastica e formativa;a carattere statale/provinciale;francesca borroi;;;viale della vittoria, 43 38068;rovereto;0464431515;0464/489616;ic.isera-rovereto@pec.provincia.tn.it;dir.ic.isera_rovereto@scuole.provincia.tn.it;segr.ic.isera_rovereto@scuole.provincia.tn.it;https://www.isera-rovereto.it;tnic845008;https://www.vivoscuola.it/content/view/full/29569;institute;https://it.wikipedia.org/wiki/Rovereto;
349;istituto comprensivo isera - rovereto;"scuola primaria ""f.lli filzi"" rovereto";;a carattere statale/provinciale;francesca borroi;;;via unione, 23 38068;rovereto;0464431515;0464/489616;ic.isera-rovereto@pec.provincia.tn.it;dir.ic.isera_rovereto@scuole.provincia.tn.it;segr.ic.isera_rovereto@scuole.provincia.tn.it;https://www.isera-rovereto.it;tnee84502b;https://www.vivoscuola.it/content/view/full/29569;school;https://it.wikipedia.org/wiki/Rovereto;https://www.vivoscuola.it/content/view/full/29570
350;istituto comprensivo isera - rovereto;"scuola primaria ""r. levi montalcini"" isera";;a carattere statale/provinciale;francesca borroi;;;viale provinciale,   38060;isera;0464431515;0464/489616;ic.isera-rovereto@pec.provincia.tn.it;dir.ic.isera_rovereto@scuole.provincia.tn.it;segr.ic.isera_rovereto@scuole.provincia.tn.it;https://www.isera-rovereto.it;tnee84501a;https://www.vivoscuola.it/content/view/full/29569;school;https://it.wikipedia.org/wiki/Isera;https://www.vivoscuola.it/content/view/full/29571
351;istituto comprensivo isera - rovereto;"scuola secondaria di primo grado ""a. degasperi"" rovereto";;a carattere statale/provinciale;francesca borroi;;;viale della vittoria, 43 38068;rovereto;0464431515;0464/489616;ic.isera-rovereto@pec.provincia.tn.it;dir.ic.isera_rovereto@scuole.provincia.tn.it;segr.ic.isera_rovereto@scuole.provincia.tn.it;https://www.isera-rovereto.it;tnmm845019;https://www.vivoscuola.it/content/view/full/29569;school;https://it.wikipedia.org/wiki/Rovereto;https://www.vivoscuola.it/content/view/full/29572
352;istituto comprensivo lavis;;istituzione scolastica e formativa;a carattere statale/provinciale;francesca lasaracina;;;via sette, 13 38015;lavis;0461246535;0461/242955;ic.lavis@pec.provincia.tn.it;dir.ic.lavis@scuole.provincia.tn.it;segr.ic.lavis@scuole.provincia.tn.it;https://www.iclavis.it;tnic825003;https://www.vivoscuola.it/content/view/full/29573;institute;https://it.wikipedia.org/wiki/Lavis;
353;istituto comprensivo lavis;"scuola primaria ""a. frank"" zambana";;a carattere statale/provinciale;francesca lasaracina;;;piazza ss filippo e giacomo, 1 38010;terre d'adige;0461246535;0461/242955;ic.lavis@pec.provincia.tn.it;dir.ic.lavis@scuole.provincia.tn.it;segr.ic.lavis@scuole.provincia.tn.it;https://www.iclavis.it;tnee825037;https://www.vivoscuola.it/content/view/full/29573;school;https://it.wikipedia.org/wiki/Terre_d%27Adige;https://www.vivoscuola.it/content/view/full/29574
354;istituto comprensivo lavis;"scuola primaria ""don g. grazioli"" lavis";;a carattere statale/provinciale;francesca lasaracina;;;via degasperi, 18 38015;lavis;0461246535;0461/242955;ic.lavis@pec.provincia.tn.it;dir.ic.lavis@scuole.provincia.tn.it;segr.ic.lavis@scuole.provincia.tn.it;https://www.iclavis.it;tnee825015;https://www.vivoscuola.it/content/view/full/29573;school;https://it.wikipedia.org/wiki/Lavis;https://www.vivoscuola.it/content/view/full/29575
355;istituto comprensivo lavis;scuola primaria pressano lavis;;a carattere statale/provinciale;francesca lasaracina;;;via pilati, 31 38015;lavis;0461246535;0461/242955;ic.lavis@pec.provincia.tn.it;dir.ic.lavis@scuole.provincia.tn.it;segr.ic.lavis@scuole.provincia.tn.it;https://www.iclavis.it;tnee825026;https://www.vivoscuola.it/content/view/full/29573;school;https://it.wikipedia.org/wiki/Lavis;https://www.vivoscuola.it/content/view/full/29576
356;istituto comprensivo lavis;"scuola secondaria di primo grado ""a. stainer"" lavis";;a carattere statale/provinciale;francesca lasaracina;;;via sette, 13/a 38015;lavis;0461246535;0461/242955;ic.lavis@pec.provincia.tn.it;dir.ic.lavis@scuole.provincia.tn.it;segr.ic.lavis@scuole.provincia.tn.it;https://www.iclavis.it;tnmm825014;https://www.vivoscuola.it/content/view/full/29573;school;https://it.wikipedia.org/wiki/Lavis;https://www.vivoscuola.it/content/view/full/29577
357;istituto comprensivo levico terme;;istituzione scolastica e formativa;a carattere statale/provinciale;ezio montibeller;;;via della pace, 5 38056;levico terme;0461706146;0461/706099;ic.levicoterme@pec.provincia.tn.it;dir.ic.levico@scuole.provincia.tn.it;segr.ic.levico@scuole.provincia.tn.it;https://www.iclevico.eu;tnic81800x;https://www.vivoscuola.it/content/view/full/29578;institute;https://it.wikipedia.org/wiki/Levico_Terme;
358;istituto comprensivo levico terme;"scuola primaria ""c. chiesa"" caldonazzo";;a carattere statale/provinciale;ezio montibeller;;;via asilo, 3 38052;caldonazzo;0461706146;0461/706099;ic.levicoterme@pec.provincia.tn.it;dir.ic.levico@scuole.provincia.tn.it;segr.ic.levico@scuole.provincia.tn.it;https://www.iclevico.eu;tnee818023;https://www.vivoscuola.it/content/view/full/29578;school;https://it.wikipedia.org/wiki/Caldonazzo;https://www.vivoscuola.it/content/view/full/29579
359;istituto comprensivo levico terme;"scuola primaria ""g. rosanelli"" tenna";;a carattere statale/provinciale;ezio montibeller;;;via albere, 2 38050;tenna;0461706146;0461/706099;ic.levicoterme@pec.provincia.tn.it;dir.ic.levico@scuole.provincia.tn.it;segr.ic.levico@scuole.provincia.tn.it;https://www.iclevico.eu;tnee818045;https://www.vivoscuola.it/content/view/full/29578;school;https://it.wikipedia.org/wiki/Tenna_(comune);https://www.vivoscuola.it/content/view/full/29580
360;istituto comprensivo levico terme;"scuola primaria ""padre b. martinelli"" calceranica al lago";;a carattere statale/provinciale;ezio montibeller;;;via della scuola, 2 38050;calceranica al lago;0461706146;0461/706099;ic.levicoterme@pec.provincia.tn.it;dir.ic.levico@scuole.provincia.tn.it;segr.ic.levico@scuole.provincia.tn.it;https://www.iclevico.eu;tnee818012;https://www.vivoscuola.it/content/view/full/29578;school;https://it.wikipedia.org/wiki/Calceranica_al_Lago;https://www.vivoscuola.it/content/view/full/29581
361;istituto comprensivo levico terme;scuola primaria levico terme;;a carattere statale/provinciale;ezio montibeller;;;via della pace, 5 38056;levico terme;0461706146;0461/706099;ic.levicoterme@pec.provincia.tn.it;dir.ic.levico@scuole.provincia.tn.it;segr.ic.levico@scuole.provincia.tn.it;https://www.iclevico.eu;tnee818034;https://www.vivoscuola.it/content/view/full/29578;school;https://it.wikipedia.org/wiki/Levico_Terme;https://www.vivoscuola.it/content/view/full/29582
362;istituto comprensivo levico terme;"scuola secondaria di primo grado ""g. b. de gasparis"" levico terme";;a carattere statale/provinciale;ezio montibeller;;;via della pace, 5 38056;levico terme;0461706146;0461/706099;ic.levicoterme@pec.provincia.tn.it;dir.ic.levico@scuole.provincia.tn.it;segr.ic.levico@scuole.provincia.tn.it;https://www.iclevico.eu;tnmm818011;https://www.vivoscuola.it/content/view/full/29578;school;https://it.wikipedia.org/wiki/Levico_Terme;https://www.vivoscuola.it/content/view/full/29583
363;istituto comprensivo mezzocorona;;istituzione scolastica e formativa;a carattere statale/provinciale;paola sigmund;;;via fornai, 1 38016;mezzocorona;0461605409;0461/605142;ic.mezzocorona@pec.provincia.tn.it;dir.ic.mezzocorona@scuole.provincia.tn.it;segr.ic.mezzocorona@scuole.provincia.tn.it;https://www.icmezzocorona.it;tnic82300b;https://www.vivoscuola.it/content/view/full/29584;institute;https://it.wikipedia.org/wiki/Mezzocorona;
364;istituto comprensivo mezzocorona;"scuola primaria ""a. degasperi"" mezzocorona";;a carattere statale/provinciale;paola sigmund;;;via dante, 9 38016;mezzocorona;0461605409;0461/605142;ic.mezzocorona@pec.provincia.tn.it;dir.ic.mezzocorona@scuole.provincia.tn.it;segr.ic.mezzocorona@scuole.provincia.tn.it;https://www.icmezzocorona.it;tnee82304l;https://www.vivoscuola.it/content/view/full/29584;school;https://it.wikipedia.org/wiki/Mezzocorona;https://www.vivoscuola.it/content/view/full/29585
365;istituto comprensivo mezzocorona;"scuola primaria ""f. biasi"" s.michele all'adige";;a carattere statale/provinciale;paola sigmund;;;via biasi, 1 38010;san michele all'adige;0461605409;0461/605142;ic.mezzocorona@pec.provincia.tn.it;dir.ic.mezzocorona@scuole.provincia.tn.it;segr.ic.mezzocorona@scuole.provincia.tn.it;https://www.icmezzocorona.it;tnee82302e;https://www.vivoscuola.it/content/view/full/29584;school;https://it.wikipedia.org/wiki/San_Michele_all%27Adige;https://www.vivoscuola.it/content/view/full/29586
366;istituto comprensivo mezzocorona;"scuola primaria ""f.lli bronzetti"" rovere' della luna";;a carattere statale/provinciale;paola sigmund;;;via rosmini, 5/a 38030;roveré della luna;0461605409;0461/605142;ic.mezzocorona@pec.provincia.tn.it;dir.ic.mezzocorona@scuole.provincia.tn.it;segr.ic.mezzocorona@scuole.provincia.tn.it;https://www.icmezzocorona.it;tnee82305n;https://www.vivoscuola.it/content/view/full/29584;school;https://it.wikipedia.org/wiki/Rover%C3%A9_della_Luna;https://www.vivoscuola.it/content/view/full/29587
367;istituto comprensivo mezzocorona;scuola primaria grumo;;a carattere statale/provinciale;paola sigmund;;;via marconi, 65 38010;san michele all'adige;0461605409;0461/605142;ic.mezzocorona@pec.provincia.tn.it;dir.ic.mezzocorona@scuole.provincia.tn.it;segr.ic.mezzocorona@scuole.provincia.tn.it;https://www.icmezzocorona.it;tnee82301d;https://www.vivoscuola.it/content/view/full/29584;school;https://it.wikipedia.org/wiki/San_Michele_all%27Adige;https://www.vivoscuola.it/content/view/full/29588
368;istituto comprensivo mezzocorona;"scuola secondaria di primo grado ""e. chini"" mezzocorona";;a carattere statale/provinciale;paola sigmund;;;via dante, 9 38016;mezzocorona;0461605409;0461/605142;ic.mezzocorona@pec.provincia.tn.it;dir.ic.mezzocorona@scuole.provincia.tn.it;segr.ic.mezzocorona@scuole.provincia.tn.it;https://www.icmezzocorona.it;tnmm82301c;https://www.vivoscuola.it/content/view/full/29584;school;https://it.wikipedia.org/wiki/Mezzocorona;https://www.vivoscuola.it/content/view/full/29589
369;istituto comprensivo mezzolombardo - paganella;;istituzione scolastica e formativa;a carattere statale/provinciale;cinzia casna;;;via degli alpini, 17 38017;mezzolombardo;0461601125;0461/601125;ic.mezzolombardo@pec.provincia.tn.it;dir.ic.mezzolombardo@scuole.provincia.tn.it;segr.ic.mezzolombardo@scuole.provincia.tn.it;https://icmezzolombardopaganella.edu.it;tnic824007;https://www.vivoscuola.it/content/view/full/29590;institute;https://it.wikipedia.org/wiki/Mezzolombardo;
